ARCID,GDOT_PI,Long_Range_Plan,Short_Range_Plan,Description,From_At,To,Existing_Lanes,Length,Jurisdictions,Sponsors,Service_Type,Status,Analysis,Network_Year,LCI_Project,Planned_Lanes,GeoJSON

